lat,lng,amenity_type,name
51.5476961,-0.0715184,car_sharing,
51.5312,-0.0684,car_sharing,
51.5402,-0.0773,car_sharing,
51.5498,-0.0612,car_sharing,
51.5486806,-0.0517747,car_sharing,
51.5557017,-0.0827973,car_sharing,
51.5476961,-0.0716686,car_sharing,
51.5512481,-0.0394482,post_box,
51.5314317,-0.0639424,telephone,
51.5313759,-0.0645708,post_box,
51.5348737,-0.070239,pub,acorn
51.5348935,-0.0716328,post_box,
51.5346172,-0.0745117,pub,old_king_johns_head
51.53503,-0.07685,post_box,
51.5351336,-0.0770047,pharmacy,clarks_healthcare
51.5352734,-0.0769705,pub,kings_head
51.5362813,-0.0801221,school,comet_nursery_school
51.5363794,-0.080755,pub,stags_head
51.5383578,-0.0764387,atm,rbs
51.5537449,-0.0404772,recycling,
51.5486423,-0.0407123,pub,
51.5488258,-0.0405936,fast_food,
51.5332051,-0.0526441,telephone,
51.5303116,-0.0522979,telephone,
51.5557663,-0.0385988,pub,glyn_arms
51.5494331,-0.058501,post_office,
51.555371,-0.0750278,place_of_worship,aziziye_mosque_community_centre
51.5514378,-0.0555871,cafe,black_cat_cafe
51.5324661,-0.0828566,place_of_worship,true_jesus_church
51.5363404,-0.0617203,pub,dove
51.5378375,-0.0451687,pub,lauriston
51.5377362,-0.0450242,post_office,
51.542905,-0.0441846,post_box,
51.5438018,-0.0393352,post_office,
51.5359006,-0.0484142,post_box,
51.5411898,-0.0468748,post_box,
51.5450943,-0.0392643,recycling,
51.5448499,-0.0438175,recycling,
51.5437289,-0.0470018,post_office,
51.5372689,-0.0493046,recycling,
51.537011,-0.0514956,post_box,
51.5405992,-0.0504501,post_box,
51.5432789,-0.0495832,recycling,
51.5432416,-0.0494544,post_box,
51.5449123,-0.0454461,post_box,
51.5388733,-0.0531223,post_box,
51.5486819,-0.0404773,telephone,
51.5481085,-0.0472033,post_box,
51.548737,-0.0507464,post_box,
51.5467548,-0.0532036,post_box,
51.5501227,-0.0457706,post_box,
51.5577436,-0.0743633,bicycle_parking,
51.557861,-0.0743608,bicycle_parking,
51.5577212,-0.0741699,cafe,dem_cafe_bar
51.5574678,-0.0740438,cafe,smithane
51.5573877,-0.0742262,fast_food,kansas_pizza
51.5573344,-0.0742396,fast_food,bagel_house
51.5576766,-0.0743761,waste_basket,
51.5575216,-0.0744054,telephone,
51.557281,-0.0744379,waste_basket,
51.5468644,-0.0748084,bicycle_parking,
51.5467735,-0.0748134,bicycle_parking,
51.547246,-0.0754086,fast_food,mcdonalds
51.5476225,-0.0754404,waste_basket,
51.5473982,-0.0756951,dentist,
51.5309262,-0.0797493,recycling,
51.5337283,-0.0808029,school,burbage_primary_school
51.550139,-0.0456803,atm,
51.5521256,-0.0441472,post_box,
51.5522795,-0.0442193,telephone,
51.5524495,-0.0443137,telephone,
51.5529116,-0.0444001,telephone,
51.5530335,-0.0444025,pharmacy,regal_pharmacy
51.5540765,-0.0452445,dentist,clapton_dental_surgery
51.5563731,-0.0462649,telephone,
51.5504349,-0.0535328,recycling,
51.5557155,-0.0394277,post_office,rushmore_road_post_office
51.5518602,-0.0441605,restaurant,venerdi
51.554159,-0.047159,post_box,
51.53268,-0.0572555,atm,
51.5312363,-0.0386947,post_box,
51.543729,-0.0470674,atm,
51.5374609,-0.0448567,telephone,
51.5482258,-0.06354,post_box,
51.5482818,-0.0679204,post_box,
51.5407409,-0.0781209,telephone,
51.5409211,-0.0763841,bicycle_parking,
51.5496673,-0.071293,post_box,
51.5506193,-0.0739401,bicycle_parking,
51.548721,-0.0798387,post_box,
51.5510883,-0.0683825,telephone,
51.5517322,-0.0659801,post_box,
51.5516431,-0.0656284,telephone,
51.5519006,-0.0650537,recycling,
51.5518483,-0.0558941,recycling,
51.5495594,-0.0539619,parking,
51.5463272,-0.0785303,telephone,
51.5333473,-0.0439976,fountain,west_lake_fountain
51.5312883,-0.0386602,fast_food,sang_lee
51.5312253,-0.0390041,driving_school,theory_driving_learning_centre
51.5312181,-0.0390003,atm,
51.5455477,-0.0561567,recycling,
51.545494,-0.0562158,toilets,
51.5453791,-0.0561893,telephone,
51.5447954,-0.0554573,post_box,
51.5446215,-0.0556753,library,hackney_central_library
51.5471968,-0.0553038,parking,
51.5459786,-0.0541673,pub,globe_morning_lane
51.545486,-0.055032,pub,baxters_court
51.5395322,-0.0563412,post_box,
51.5478013,-0.0565865,post_box,
51.544101,-0.0656335,pub,prince_arthur
51.5575798,-0.0466718,post_box,
51.5562928,-0.0397234,recycling,
51.5466674,-0.0532404,atm,
51.5558957,-0.055842,post_box,
51.5578697,-0.0560677,post_box,
51.5427663,-0.0792131,pub,talbot
51.5392499,-0.0820607,post_box,
51.5391068,-0.0810182,telephone,
51.5390237,-0.0788054,telephone,
51.5389985,-0.0785655,pub,dukes_brew_que
51.5390523,-0.0783835,telephone,
51.5419335,-0.058488,bicycle_parking,
51.5380718,-0.0571937,bicycle_parking,
51.5408536,-0.0550411,telephone,
51.5411067,-0.0550627,recycling,
51.5476693,-0.0544657,toilets,
51.5429426,-0.0697108,restaurant,richmond
51.5425555,-0.069678,post_box,
51.5312961,-0.0661609,telephone,
51.5463345,-0.0758927,toilets,toilet
51.5463329,-0.0756936,telephone,
51.5471062,-0.0757186,post_box,
51.546478,-0.0808963,post_box,
51.544554,-0.071348,parking,
51.544554,-0.0711077,parking,
51.5449384,-0.0713738,parking,
51.5449384,-0.0711077,parking,
51.5457657,-0.0718888,parking,
51.5457924,-0.0733221,parking,
51.5457604,-0.0726956,parking,
51.5492327,-0.0732085,parking,time_square
51.5555413,-0.0547614,telephone,
51.5570339,-0.0466216,cafe,cooper_wolf
51.5568733,-0.0465745,telephone,
51.5568612,-0.0466042,bicycle_parking,
51.5347957,-0.0629989,telephone,
51.5336878,-0.064458,pub,albion
51.531185,-0.0694898,telephone,
51.530878,-0.0694255,pub,marksman
51.5362172,-0.0703481,telephone,
51.5360168,-0.0619429,telephone,
51.5373589,-0.0614787,post_box,
51.542543,-0.078357,restaurant,huong_viet
51.5304667,-0.0770491,post_box,
51.5473225,-0.0724518,toilets,
51.5459881,-0.0755417,internet_cafe,
51.548061,-0.0755238,telephone,
51.5486553,-0.0754132,bicycle_parking,
51.5487996,-0.0754159,bicycle_parking,
51.548828,-0.0754065,telephone,
51.5489531,-0.0753703,bicycle_parking,
51.5492032,-0.0753515,waste_basket,
51.5498154,-0.0754285,bicycle_parking,
51.549516,-0.0753059,bicycle_parking,
51.5495502,-0.0753113,telephone,
51.5496102,-0.0753086,bicycle_parking,
51.5497512,-0.0753291,waste_basket,
51.5496769,-0.0753019,bicycle_parking,
51.5499646,-0.0752687,bicycle_parking,
51.5502061,-0.0752351,bicycle_parking,
51.5503205,-0.0752282,waste_basket,
51.5511784,-0.0751906,bicycle_parking,
51.5514267,-0.0752382,bar,bar
51.5514789,-0.075097,cafe,espresso_shakes
51.5515349,-0.0750715,bicycle_parking,
51.551586,-0.0750715,waste_basket,
51.5519507,-0.0751647,parking,red_river_ltd
51.5522368,-0.0748466,fast_food,super_kebab
51.5526404,-0.0749945,waste_basket,
51.5527751,-0.0749672,waste_basket,
51.5532289,-0.0749705,waste_basket,
51.5530458,-0.0749839,waste_basket,
51.5533309,-0.0749638,waste_basket,
51.5536682,-0.0749772,pharmacy,abc_pharmacy
51.5537327,-0.0749806,cafe,turku_cafe_meze_bar
51.5537744,-0.0749036,telephone,
51.5537452,-0.0749069,bicycle_parking,
51.5539409,-0.075004,waste_basket,
51.5541324,-0.0748533,waste_basket,
51.554378,-0.074927,bicycle_parking,
51.554433,-0.0749119,bar,scenario_bar
51.5545089,-0.0749067,fast_food,
51.5546933,-0.0749065,restaurant,
51.5548979,-0.0748596,restaurant,ozgazi_antep
51.5549041,-0.074806,bicycle_parking,
51.5550373,-0.0747708,waste_basket,
51.555639,-0.074838,place_of_worship,stoke_newington_baptist_church
51.5556847,-0.0746336,waste_basket,
51.55592,-0.0746704,pub,yucatan_bar
51.5559116,-0.0746168,waste_basket,
51.5560469,-0.0746704,fast_food,best_turkish_kebab
51.556228,-0.0746202,post_box,
51.5562759,-0.0746168,waste_basket,
51.5563654,-0.074647,bar,bar_bar
51.5565132,-0.0746302,telephone,
51.5565215,-0.0746302,atm,
51.5509709,-0.0750048,waste_basket,
51.5512813,-0.0749421,fast_food,
51.5547346,-0.082441,recycling,
51.5534751,-0.0812156,post_box,
51.5551033,-0.0795425,recycling,
51.541059,-0.0589773,drinking_water,
51.5495354,-0.057762,recycling,
51.5317525,-0.0665747,cafe,frizzante
51.5354003,-0.0626504,bicycle_parking,
51.5373716,-0.0613657,restaurant,broadway
51.5459373,-0.0531945,recycling,
51.5453213,-0.0521693,public_building,community_hall
51.5462846,-0.0493808,place_of_worship,lukes
51.5455084,-0.0487038,parking,
51.5426339,-0.0481859,arts_centre,sir_john_cass_hall
51.5325922,-0.0792967,recycling,
51.5428929,-0.0555429,bar,heart_hackney
51.5308977,-0.0785432,bicycle_rental,falkirk_street
51.5469497,-0.0427437,bicycle_parking,
51.5548339,-0.0686279,post_box,
51.5527351,-0.0697274,post_box,
51.556221,-0.0682813,post_box,
51.5511417,-0.0749852,post_box,
51.5519758,-0.0806597,post_box,
51.5538601,-0.0747338,post_box,
51.5316427,-0.066884,bicycle_parking,
51.5550824,-0.042261,post_box,
51.5431326,-0.0816384,bicycle_parking,
51.5526978,-0.0527979,post_box,
51.5477565,-0.0518438,bench,
51.5490565,-0.0549111,post_office,
51.5477255,-0.0518188,bench,
51.5531579,-0.0530094,pub,biddle_bros
51.5531263,-0.0447568,restaurant,creperie_monde
51.5354992,-0.0448815,kindergarten,
51.5499003,-0.0459891,hospital,accident_emergency
51.5469961,-0.0495031,restaurant,railroad
51.5444072,-0.0555257,bank,hsbc
51.5403157,-0.051451,wholesale,freed
51.531408,-0.0479335,post_box,
51.5475491,-0.0731982,post_box,
51.5348452,-0.0632568,post_box,
51.541797,-0.0760587,post_box,
51.5326568,-0.0603774,post_box,
51.5514449,-0.0515031,bicycle_parking,
51.5367457,-0.0618461,cafe,leau_bouche
51.5535057,-0.0446119,restaurant,shanes_chatsworth
51.5314777,-0.0662525,bicycle_parking,
51.5486139,-0.0405273,atm,
51.5456354,-0.0615785,post_box,
51.5559162,-0.0389254,pharmacy,
51.537299,-0.044415,cafe,elbow
51.54562,-0.054855,bank,barclays
51.546338,-0.074727,cafe,cafe_bliss
51.5463324,-0.0742845,bench,
51.5462724,-0.0743382,bench,
51.546304,-0.0743127,bench,
51.5463616,-0.074247,bench,
51.5463649,-0.0741209,bench,
51.5373742,-0.044441,restaurant,standard_tandoori_restaurant
51.5412196,-0.0420028,bench,
51.5377362,-0.0449399,post_box,
51.5382517,-0.044795,pharmacy,clockwork_pharmacy
51.5412195,-0.0419438,bicycle_parking,
51.5383585,-0.0438938,pub,hector_noble
51.5389524,-0.0435773,telephone,
51.5368069,-0.0447736,restaurant,sazzagoni
51.5377962,-0.0458518,cafe,hot_pot
51.5378346,-0.0456372,atm,
51.5370578,-0.0448366,restaurant,fish_house
51.5369919,-0.0448289,restaurant,empress
51.5367637,-0.0617035,marketplace,broadway_market
51.541924,-0.0555534,bank,london_community_credit_union
51.5484689,-0.0548793,bank,nationwide
51.531494,-0.0757993,bicycle_parking,hoxton_station
51.5314444,-0.0807911,recycling,
51.5307274,-0.0766578,cafe,morettis_cafe
51.5323073,-0.0573162,cafe,hurwundeki
51.5321309,-0.0613514,bicycle_rental,pritchards_road
51.5357333,-0.0627154,bicycle_rental,regents_rows
51.5315516,-0.0661886,bicycle_rental,goldsmiths_row
51.5344715,-0.0763595,bicycle_rental,whiston_road
51.5347618,-0.0718802,bicycle_rental,thurtle_road
51.5303024,-0.0427928,bicycle_rental,twig_folly_bridge
51.5311038,-0.0479844,bicycle_rental,old_ford_road
51.553152,-0.0449523,bicycle_parking,
51.5364971,-0.0818063,telephone,
51.5447891,-0.079562,post_box,
51.5487158,-0.0613842,pub,lentrepot
51.5503836,-0.0428892,cafe,espresso_hut
51.5371985,-0.0612149,cafe,gossip_cafe
51.5323468,-0.0612543,cafe,billys_cafe
51.5470713,-0.0513662,cafe,brew_two
51.550762,-0.0530367,cafe,dreyfus
51.5498943,-0.0549624,cafe,pacific_social_club
51.552999,-0.0447094,fast_food,kasmir_kebabish
51.5454713,-0.0551016,atm,
51.5454596,-0.0641079,cafe,violet_cakes
51.5456609,-0.061696,cafe,wilton_way_cafe
51.5443271,-0.0554667,bicycle_parking,
51.5446555,-0.0559448,bicycle_parking,
51.5447897,-0.0559911,bicycle_parking,
51.5448364,-0.0552239,bicycle_parking,
51.5452934,-0.0574165,bicycle_parking,
51.5452703,-0.055899,bicycle_parking,
51.5311815,-0.0562695,pharmacy,borno
51.5369741,-0.0571444,fast_food,joy
51.5329029,-0.0569174,fast_food,lemon_spice
51.5394375,-0.0565297,taxi,mare_cars
51.5395572,-0.0564324,fast_food,new_city_kebab_house
51.5345773,-0.0575442,fast_food,papillon_pizza
51.5388349,-0.056987,telephone,
51.5459404,-0.0553962,fast_food,britannia
51.5402493,-0.055846,fast_food,carolina_pizza
51.5423882,-0.0554543,restaurant,fang_cheng
51.5366432,-0.0620744,bench,
51.5374871,-0.061239,cafe,climpson_sons
51.5374287,-0.0610406,pharmacy,clarks_healthcare
51.5369372,-0.0613809,cafe,bremodes
51.5368592,-0.0614678,restaurant,buen_ayre
51.5369003,-0.0614237,restaurant,franco_manca
51.5498841,-0.0751067,telephone,
51.5534112,-0.0469508,cafe,nana
51.5544831,-0.0664817,bicycle_parking,
51.5388835,-0.082526,recycling,
51.5335209,-0.0719681,school,hackney_tuition_centre
51.5519467,-0.0441997,bicycle_parking,
51.5462035,-0.0730314,cafe,farm
51.5439192,-0.0758554,cafe,bettys_coffee
51.5311165,-0.0608634,waste_basket,
51.5390436,-0.0561475,atm,
51.5364183,-0.0441157,charging_station,
51.5346188,-0.0771891,cafe,chalet_cafe
51.5464977,-0.0758057,atm,
51.5489868,-0.0754112,atm,
51.5528968,-0.0532055,pub,windsor_castle
51.5399666,-0.0466923,recycling,
51.5304911,-0.052043,post_box,
51.5562312,-0.0556483,fast_food,mermaid_restaurant_take_away
51.5563869,-0.0557368,fast_food,dunya
51.5333523,-0.0428118,bicycle_parking,
51.5366824,-0.0436004,bicycle_parking,
51.5350993,-0.0436029,bicycle_parking,
51.5362104,-0.0437907,bicycle_parking,
51.5333289,-0.0427864,bicycle_parking,
51.5357299,-0.0438014,bicycle_parking,
51.5330793,-0.0799501,pub,howl_moon
51.5409655,-0.0634972,post_box,
51.5494591,-0.0583274,post_box,
51.5472727,-0.0555285,restaurant,cirrik
51.536925,-0.0787015,restaurant,proud_archivist
51.5471921,-0.0780315,waste_basket,
51.5463406,-0.0785264,telephone,
51.5376541,-0.057502,nightclub,new_empowering_church
51.5408349,-0.0759506,cafe,tin_cafe
51.53847,-0.0765497,bicycle_parking,
51.5383961,-0.0765569,bicycle_parking,
51.5423069,-0.0550813,post_box,
51.5387144,-0.0580483,pub,tap_room
51.5525458,-0.0441659,cafe,caballo_bikes_cafe
51.5522071,-0.0442332,cafe,doree
51.5515931,-0.0439791,cafe,nana
51.5515502,-0.0439546,toilets,convenience
51.5447734,-0.046052,pharmacy,clockwork_pharmacy
51.5470117,-0.0499921,kindergarten,operative_childcare
51.5379509,-0.0447425,telephone,
51.5371169,-0.0792785,grit_bin,
51.5393746,-0.0782411,grit_bin,
51.5394547,-0.0791029,grit_bin,
51.5384221,-0.0787291,doctors,beauvoir_surgery
51.5425298,-0.0554569,restaurant,tre_viet
51.543263,-0.0473932,atm,
51.5490577,-0.0549677,pharmacy,clockwork_pharmacy
51.5478957,-0.0563742,atm,
51.5476332,-0.0546405,bicycle_parking,
51.5484588,-0.0549946,atm,
51.5488097,-0.0552559,bicycle_parking,
51.5494404,-0.0550074,telephone,
51.5465708,-0.0533102,atm,
51.5491261,-0.0548766,bank,halifax
51.5488924,-0.0549034,bank,
51.5496931,-0.0456469,bicycle_parking,
51.546622,-0.0531076,bicycle_parking,
51.5405347,-0.0537181,bicycle_parking,
51.5436995,-0.0471212,post_box,
51.5305222,-0.0770947,bicycle_parking,
51.5486972,-0.0403458,post_box,
51.5486122,-0.040613,post_office,
51.5486635,-0.0505514,telephone,
51.530339,-0.0682263,cafe,stringray_globe_cafe
51.542652,-0.0791412,bicycle_parking,
51.5423951,-0.0764375,bicycle_parking,
51.5424552,-0.0760727,bicycle_parking,
51.542275,-0.0761478,bicycle_parking,
51.5433636,-0.0474619,bicycle_parking,
51.5433827,-0.0551947,bicycle_parking,
51.5534977,-0.0497392,telephone,
51.540006,-0.05375,pharmacy,sonigra_pharmacy
51.5401434,-0.0558676,restaurant,ritas
51.5398164,-0.0561664,restaurant,advisory
51.5429869,-0.0580304,restaurant,coppa
51.5434948,-0.0573196,restaurant,lardo
51.5390307,-0.0616031,bbq,barbecue_pits
51.5455399,-0.061241,restaurant,mayfields
51.5370696,-0.0615803,restaurant,bella_vita
51.5387106,-0.065952,post_box,
51.5329406,-0.0573528,fast_food,pizza_pizza_takeaway
51.5373217,-0.0756359,restaurant,tonkotsu_east
51.5416943,-0.0793533,post_box,
51.5515212,-0.0456484,bicycle_parking,
51.5511154,-0.0461982,bicycle_parking,
51.5502803,-0.0449936,bicycle_parking,
51.5499999,-0.0446611,bicycle_parking,
51.5512477,-0.0471931,bicycle_parking,
51.5514842,-0.0459752,bicycle_parking,
51.5507807,-0.0462921,bicycle_parking,
51.5431623,-0.0493358,telephone,
51.5487902,-0.0405067,bicycle_parking,
51.5488539,-0.0403886,pub,adam_eve
51.5488819,-0.0398602,bicycle_parking,
51.5486854,-0.040449,telephone,
51.5467077,-0.0532988,bicycle_parking,
51.5468373,-0.0494654,telephone,
51.5469377,-0.0493802,bicycle_parking,
51.5330926,-0.0412663,grit_bin,
51.5534736,-0.0468321,bicycle_parking,
51.5535265,-0.0469538,bicycle_parking,
51.554081,-0.0540638,bicycle_parking,
51.5530203,-0.0529535,bicycle_parking,
51.5528819,-0.0531062,bicycle_parking,
51.5542143,-0.0541336,bicycle_parking,
51.5521797,-0.0525296,bicycle_parking,
51.5516594,-0.0519717,bicycle_parking,
51.5555885,-0.054815,bicycle_parking,
51.5556753,-0.0546916,bicycle_parking,
51.5527941,-0.0579558,bicycle_parking,
51.5526352,-0.0600452,bicycle_parking,
51.5462768,-0.0557632,bicycle_parking,
51.545407,-0.057663,bicycle_parking,
51.5452151,-0.05784,bicycle_parking,
51.5309535,-0.0721432,bar,sager_wilde
51.5309273,-0.0701331,atm,sainsburys_bank_atm
51.5309297,-0.0698528,atm,atm
51.5515092,-0.0458339,shelter,
51.5497412,-0.0457828,bicycle_parking,
51.5507995,-0.0452065,bicycle_parking,
51.5451859,-0.0404345,bicycle_parking,
51.5312276,-0.0760972,cafe,
51.550228,-0.0457275,cafe,
51.5506885,-0.0469857,shelter,
51.5501414,-0.0457328,telephone,
51.5513788,-0.0472724,shelter,
51.5515397,-0.0555175,place_of_worship,episcopalian_church_archangel_michael
51.5487825,-0.0551471,post_box,
51.5487925,-0.0551462,post_box,
51.5523975,-0.0524156,grit_bin,
51.5494561,-0.0751442,post_box,
51.5498383,-0.0750643,grit_bin,
51.5309254,-0.0476679,restaurant,city_paris
51.532702,-0.0458121,bench,
51.5303651,-0.053185,cafe,old_fords_deli
51.5449106,-0.0461448,bicycle_parking,
51.5321333,-0.0594018,atm,
51.552357,-0.0713771,pub,shacklewell_arms
51.5306714,-0.0786237,atm,
51.5307248,-0.0784226,bicycle_parking,
51.5307283,-0.0787739,bicycle_parking,
51.5364181,-0.0617258,restaurant,stories
51.5369207,-0.0758015,cafe,draughts
51.5313188,-0.0758876,bench,
51.531327,-0.0758878,bench,
51.5313463,-0.075889,bench,
51.5313542,-0.0758894,bench,
51.5471132,-0.0572577,bench,
51.5471158,-0.0574235,bench,
51.5487263,-0.0762355,cafe,kaffa_coffee
51.5483409,-0.0752583,atm,natwest
51.5487158,-0.0752396,atm,
51.548622,-0.0752505,atm,
51.5486172,-0.075466,atm,
51.5487316,-0.0764077,fast_food,jersey_jerk_chicken
51.5533388,-0.0790222,cafe,corner_cafe
51.553728,-0.0799562,waste_basket,
51.553541,-0.0799382,bench,
51.5535197,-0.0799102,bench,
51.5535166,-0.0798671,bench,
51.5537877,-0.0795363,waste_basket,
51.5537944,-0.0795815,bench,
51.5537685,-0.079542,bench,
51.5480929,-0.0755146,waste_basket,
51.5481517,-0.0755998,vending_machine,
51.5488003,-0.0760618,bicycle_parking,
51.54881,-0.0761384,waste_basket,
51.5485913,-0.0402417,clinic,vivienne_cohen_house
51.5494365,-0.0751462,atm,
51.541965,-0.0490299,community_centre,133_community_centre
51.546053,-0.055402,fast_food,subway
51.5481534,-0.0723399,bar,ridley_road_bar
51.5425652,-0.0759146,nightclub,power_lunches
51.5438547,-0.0393534,post_box,
51.537261,-0.081295,restaurant,arepa
51.5400979,-0.0608387,bicycle_parking,
51.5472587,-0.0743505,cafe,save_date
51.551033,-0.0452013,bicycle_parking,
51.53773,-0.0604281,toilets,
51.5400874,-0.060522,bicycle_parking,
51.534753,-0.0809833,cafe,embassy_east
51.5389266,-0.0703339,bicycle_rental,shoreditch_court
51.53935,-0.0742499,bicycle_rental,haggerston_road
51.5385583,-0.0726287,atm,
51.5344191,-0.0388333,drinking_water,
51.5333333,-0.0427375,drinking_water,
51.5360241,-0.0508657,drinking_water,
51.5329823,-0.0430441,bench,
51.5330991,-0.043028,bench,
51.5344864,-0.0451766,bench,
51.5329556,-0.0459838,bench,
51.533039,-0.0462949,bench,
51.5344762,-0.0451907,bench,
51.534477,-0.0451759,bench,
51.5344837,-0.045191,bench,
51.5338816,-0.0465471,drinking_water,
51.5331391,-0.0465792,bench,
51.5350512,-0.0522172,waste_basket,
51.535228,-0.046708,bench,
51.535842,-0.0492239,bench,
51.5353862,-0.0514413,waste_basket,
51.5357386,-0.0489664,bench,
51.5343288,-0.0491542,waste_basket,
51.5355851,-0.0485963,bench,
51.5356885,-0.0447634,bench,
51.5357703,-0.0490254,waste_basket,
51.5349811,-0.0434598,waste_basket,
51.5353278,-0.0437112,waste_basket,
51.5346374,-0.0505462,bench,
51.5347806,-0.0433866,bicycle_parking,
51.5353795,-0.043738,bench,
51.5359021,-0.049358,bench,
51.5342387,-0.0491729,bench,
51.5350679,-0.0473034,bench,
51.5345406,-0.0502539,bench,
51.5355214,-0.0484291,bench,
51.5348476,-0.048548,waste_basket,
51.534604,-0.0504416,waste_basket,
51.5356368,-0.0487384,bench,
51.5343338,-0.0496182,bench,
51.5359922,-0.0498113,bench,
51.5352631,-0.047746,bench,
51.534257,-0.0492319,waste_basket,
51.5360472,-0.0504309,bench,
51.5356235,-0.0438568,waste_basket,
51.5342537,-0.0494492,bench,
51.5343254,-0.0495967,waste_basket,
51.535872,-0.0508064,waste_basket,
51.5353682,-0.0480115,bench,
51.5360305,-0.0506133,waste_basket,
51.5355384,-0.0484756,waste_basket,
51.5344672,-0.0500312,waste_basket,
51.5345937,-0.0486491,waste_basket,
51.5351196,-0.0474483,waste_basket,
51.535475,-0.0482824,bench,
51.534237,-0.0487438,waste_basket,
51.5358253,-0.0511068,waste_basket,
51.5359354,-0.0508842,bench,
51.5359321,-0.0494787,waste_basket,
51.5355898,-0.0512991,waste_basket,
51.5344572,-0.0499937,bench,
51.5343254,-0.04291,bench,
51.5346674,-0.0432989,bench,
51.5346324,-0.043264,waste_basket,
51.5343688,-0.0429663,waste_basket,
51.5344672,-0.0430682,waste_basket,
51.5339834,-0.0424835,bench,
51.5337895,-0.0422547,bench,
51.5401572,-0.062449,bench,
51.5401637,-0.0626978,waste_basket,
51.5401943,-0.0618888,bench,
51.5402008,-0.0623447,bench,
51.5402063,-0.0626248,bench,
51.5402347,-0.0615858,bench,
51.540388,-0.0616047,bench,
51.5404689,-0.0616058,waste_basket,
51.5409666,-0.0615018,waste_basket,
